no,steps,bad
6150,자동정렬 이송 대기 이송 경화 세척 이송 이송 세척 이송 검사 도포 검사 수동정렬 세척 수동정렬 압착 검사 검사 도포 도포 이송 압착 세척 자동정렬 각인 도포,0
6151,자동정렬 압착 각인 재작업 각인 이송 재작업 세척 도포 이송 자동정렬 각인 도포 도포 각인 재작업 압착 대기 경화 수동정렬 수동정렬 재작업 압착 도포 압착,1
6152,수동정렬 각인 자동정렬 경화 각인 경화 재작업 수동정렬 대기 이송 검사 자동정렬 각인 검사 도포 대기 경화 재작업 압착 이송 세척 이송 검사 경화 재작업 압착 재작업,1
6153,수동정렬 재작업 대기 도포 검사 도포 수동정렬 대기 도포 자동정렬 재작업 이송 검사 재작업 압착 압착 자동정렬 각인 이송 각인 검사 대기 각인 도포 각인 경화 대기,1
6154,수동정렬 도포 세척 대기 경화 압착 대기 각인 각인 경화 자동정렬 이송 세척 이송 압착 재작업 수동정렬 이송 도포 경화 자동정렬 재작업 이송 압착 검사 세척 이송,1
6155,자동정렬 검사 대기 도포 재작업 각인 대기 대기 검사 수동정렬 이송 세척 각인 자동정렬 이송 세척 압착 이송 압착 수동정렬 각인 이송 이송 재작업 세척 검사,0
6156,수동정렬 수동정렬 경화 재작업 이송 이송 이송 각인 자동정렬 경화 압착 도포 경화 압착 재작업 이송 각인 자동정렬 이송 이송 압착 이송 대기 검사 재작업 경화 이송 도포,1
6157,자동정렬 이송 수동정렬 압착 이송 검사 경화 대기 압착 검사 압착 각인 압착 이송 압착 검사 도포 각인 자동정렬 수동정렬 각인 압착,0
6158,자동정렬 각인 검사 세척 세척 검사 자동정렬 각인 압착 검사 이송 검사 검사 수동정렬 각인 각인 각인 수동정렬 이송 각인 이송 대기 도포 검사 이송 각인,0
6159,자동정렬 검사 재작업 도포 각인 압착 경화 압착 자동정렬 이송 이송 검사 각인 대기 이송 수동정렬 압착 세척 경화 수동정렬 도포 각인 검사 대기 경화 각인 검사,0
6160,자동정렬 수동정렬 자동정렬 재작업 각인 이송 경화 경화 수동정렬 경화 각인 도포 대기 도포 대기 도포 경화 도포 대기 각인 경화 재작업 세척 도포 압착 검사,0
6161,자동정렬 각인 검사 도포 대기 경화 자동정렬 각인 대기 경화 도포 압착 도포 이송 대기 수동정렬 도포 세척 수동정렬 재작업 경화 각인 검사 이송 도포 압착 도포,0
6162,수동정렬 이송 세척 자동정렬 대기 경화 도포 자동정렬 검사 각인 수동정렬 압착 대기 압착 도포 이송 검사 도포 각인 이송 세척 각인 각인 이송 세척 압착 압착,1
6163,자동정렬 검사 재작업 각인 도포 경화 각인 경화 경화 각인 각인 수동정렬 도포 각인 이송 검사 세척 세척 각인 자동정렬 수동정렬 검사,0
6164,자동정렬 각인 경화 이송 재작업 검사 검사 수동정렬 압착 경화 세척 각인 자동정렬 세척 수동정렬 도포 도포 이송 재작업 세척 압착 각인,0
6165,자동정렬 이송 각인 재작업 검사 각인 경화 수동정렬 각인 압착 수동정렬 이송 대기 이송 압착 검사 압착 도포 경화 경화 압착 자동정렬 경화,0
6166,수동정렬 대기 이송 이송 경화 도포 검사 이송 수동정렬 자동정렬 이송 각인 도포 검사 경화 압착 세척 대기 자동정렬 도포 이송 압착 검사 도포 대기 이송 대기,1
6167,자동정렬 각인 경화 각인 자동정렬 경화 수동정렬 검사 재작업 도포 검사 검사 압착 재작업 검사 세척 세척 각인 수동정렬 압착 도포 검사,0
6168,자동정렬 이송 경화 도포 검사 재작업 이송 경화 검사 각인 검사 수동정렬 검사 세척 도포 재작업 검사 검사 수동정렬 자동정렬 도포 이송 도포,0
6169,자동정렬 검사 각인 대기 세척 이송 검사 수동정렬 대기 세척 자동정렬 압착 검사 경화 경화 이송 도포 압착 세척 수동정렬 압착 이송 각인,0
6170,자동정렬 수동정렬 자동정렬 세척 도포 도포 세척 이송 경화 대기 압착 경화 각인 도포 이송 세척 이송 수동정렬 도포 경화 검사 압착,0
6171,자동정렬 경화 세척 검사 검사 수동정렬 이송 도포 자동정렬 재작업 압착 재작업 세척 압착 압착 압착 이송 압착 각인 대기 재작업 수동정렬,1
6172,자동정렬 경화 도포 각인 경화 대기 세척 경화 각인 대기 재작업 재작업 재작업 이송 이송 검사 이송 각인 수동정렬 재작업 이송 세척 자동정렬 수동정렬 대기 재작업 각인,1
6173,수동정렬 각인 도포 압착 이송 세척 세척 각인 자동정렬 압착 수동정렬 이송 압착 대기 도포 대기 자동정렬 대기 검사 대기 검사 재작업 세척,1
6174,자동정렬 도포 도포 이송 재작업 세척 검사 수동정렬 검사 세척 세척 도포 자동정렬 경화 대기 경화 재작업 대기 경화 압착 도포 압착 각인 이송 대기 대기 세척 수동정렬,0
6175,자동정렬 자동정렬 도포 수동정렬 대기 대기 재작업 압착 대기 세척 이송 수동정렬 세척 대기 압착 검사 검사 도포 압착 각인 재작업 압착,0
6176,수동정렬 이송 세척 압착 도포 검사 이송 각인 검사 이송 각인 세척 대기 각인 각인 자동정렬 검사 자동정렬 각인 검사 수동정렬 경화 이송 대기 대기 압착 각인 도포,1
6177,자동정렬 대기 도포 재작업 재작업 세척 대기 압착 수동정렬 대기 재작업 수동정렬 압착 이송 자동정렬 재작업 도포 검사 세척 경화 경화 대기 이송 이송 검사 도포,1
6178,자동정렬 도포 수동정렬 재작업 도포 수동정렬 검사 재작업 압착 대기 대기 각인 재작업 대기 재작업 압착 경화 이송 경화 자동정렬 대기 재작업 도포,1
6179,수동정렬 이송 이송 자동정렬 자동정렬 검사 경화 이송 경화 이송 도포 세척 압착 수동정렬 검사 세척 각인 도포 경화 압착 각인 이송,1
6180,자동정렬 대기 각인 경화 이송 도포 수동정렬 도포 각인 자동정렬 각인 재작업 각인 압착 검사 압착 도포 세척 대기 경화 재작업 각인 재작업 수동정렬 압착 압착,1
6181,수동정렬 자동정렬 압착 세척 대기 경화 경화 세척 각인 압착 대기 검사 각인 수동정렬 도포 재작업 대기 대기 세척 경화 자동정렬 대기 도포,1
6182,자동정렬 경화 자동정렬 경화 대기 세척 대기 재작업 도포 세척 각인 경화 각인 도포 대기 압착 압착 압착 검사 검사 도포 도포 수동정렬 도포 수동정렬 검사 대기,0
6183,자동정렬 검사 이송 경화 검사 재작업 이송 각인 각인 각인 자동정렬 도포 수동정렬 세척 세척 재작업 세척 이송 세척 수동정렬 압착 세척,0
6184,자동정렬 도포 각인 세척 도포 수동정렬 이송 대기 검사 검사 대기 수동정렬 각인 세척 세척 압착 도포 이송 이송 도포 세척 각인 세척 대기 자동정렬 검사 대기,0
6185,수동정렬 경화 대기 세척 각인 대기 세척 재작업 압착 재작업 검사 세척 검사 재작업 수동정렬 압착 압착 도포 재작업 세척 각인 대기 자동정렬 압착 세척 자동정렬 재작업,1
6186,수동정렬 수동정렬 자동정렬 세척 대기 도포 세척 경화 각인 경화 대기 세척 압착 대기 이송 자동정렬 세척 각인 압착 대기 도포 대기 각인 대기 대기,1
6187,자동정렬 압착 경화 압착 세척 압착 대기 압착 경화 수동정렬 각인 검사 검사 경화 재작업 도포 도포 검사 각인 자동정렬 이송 세척 수동정렬 도포 이송 경화,0
6188,자동정렬 경화 수동정렬 검사 도포 재작업 재작업 세척 도포 세척 각인 검사 각인 이송 도포 각인 세척 자동정렬 각인 세척 수동정렬 경화 검사 대기 경화 각인 이송,0
6189,수동정렬 자동정렬 이송 검사 경화 검사 이송 압착 자동정렬 대기 이송 검사 세척 세척 이송 압착 재작업 수동정렬 이송 세척 각인 압착,1
6190,자동정렬 대기 경화 세척 각인 검사 세척 도포 대기 자동정렬 각인 이송 수동정렬 각인 대기 경화 도포 대기 수동정렬 검사 이송 이송 세척 검사 각인,0
6191,자동정렬 세척 압착 이송 각인 도포 수동정렬 이송 검사 압착 대기 경화 세척 이송 각인 수동정렬 이송 도포 도포 이송 자동정렬 재작업 대기 각인 세척 재작업 검사 각인,0
6192,자동정렬 대기 각인 세척 이송 압착 경화 대기 자동정렬 재작업 이송 압착 압착 압착 각인 도포 세척 각인 검사 도포 수동정렬 검사 수동정렬,0
6193,자동정렬 이송 재작업 압착 경화 대기 각인 각인 세척 대기 세척 경화 대기 수동정렬 재작업 재작업 도포 압착 경화 이송 자동정렬 각인 세척 대기 대기 재작업 수동정렬,1
6194,자동정렬 검사 각인 재작업 세척 도포 수동정렬 대기 이송 세척 이송 자동정렬 검사 수동정렬 대기 압착 대기 도포 세척 검사 각인 도포,0
6195,자동정렬 압착 자동정렬 경화 검사 이송 재작업 수동정렬 압착 세척 대기 경화 압착 대기 이송 경화 대기 도포 경화 압착 경화 각인 이송 각인 각인 수동정렬 압착 경화,0
6196,자동정렬 이송 세척 각인 대기 압착 이송 자동정렬 세척 검사 각인 경화 도포 대기 수동정렬 대기 도포 검사 수동정렬 도포 각인 이송 각인 압착 대기,0
6197,수동정렬 수동정렬 경화 이송 검사 자동정렬 대기 각인 각인 재작업 각인 이송 자동정렬 압착 이송 경화 재작업 검사 이송 대기 대기 이송,1
6198,수동정렬 경화 이송 이송 경화 도포 경화 경화 수동정렬 각인 자동정렬 재작업 이송 도포 각인 이송 검사 검사 세척 각인 각인 압착 자동정렬 세척 도포,1
6199,자동정렬 세척 세척 세척 경화 재작업 압착 도포 도포 경화 도포 압착 검사 자동정렬 수동정렬 수동정렬 경화 검사 각인 검사 도포 대기 각인 각인,0
6200,수동정렬 검사 검사 재작업 각인 경화 세척 이송 도포 경화 이송 수동정렬 압착 압착 검사 각인 압착 재작업 도포 대기 자동정렬 검사 도포 대기 자동정렬 경화,1
6201,자동정렬 압착 자동정렬 수동정렬 검사 경화 각인 검사 각인 경화 세척 압착 이송 경화 도포 대기 대기 경화 대기 경화 경화 수동정렬 압착,0
6202,자동정렬 세척 검사 대기 재작업 수동정렬 도포 세척 경화 경화 압착 재작업 이송 재작업 검사 자동정렬 이송 세척 재작업 검사 이송 대기 도포 수동정렬 검사,1
6203,자동정렬 압착 도포 각인 검사 이송 세척 대기 세척 도포 수동정렬 각인 세척 재작업 대기 도포 자동정렬 수동정렬 경화 경화 압착 경화 재작업 이송 이송 도포 각인,0
6204,자동정렬 경화 각인 수동정렬 경화 이송 재작업 경화 재작업 세척 도포 경화 세척 자동정렬 재작업 수동정렬 대기 경화 대기 압착 이송 도포 각인 도포 도포,1
6205,수동정렬 대기 압착 세척 자동정렬 각인 세척 세척 이송 재작업 경화 세척 대기 재작업 경화 재작업 검사 이송 수동정렬 압착 경화 재작업 자동정렬,1
6206,자동정렬 이송 세척 압착 압착 수동정렬 세척 검사 대기 이송 재작업 검사 세척 검사 이송 경화 압착 재작업 대기 도포 검사 수동정렬 자동정렬,0
6207,수동정렬 세척 압착 자동정렬 이송 재작업 경화 대기 도포 재작업 이송 도포 경화 검사 자동정렬 재작업 수동정렬 각인 세척 도포 재작업 대기 대기,1
6208,수동정렬 이송 재작업 도포 수동정렬 압착 압착 압착 압착 대기 세척 각인 자동정렬 세척 대기 도포 경화 압착 이송 자동정렬 도포 대기 도포 경화,1
6209,수동정렬 대기 압착 경화 이송 대기 자동정렬 수동정렬 각인 경화 세척 압착 자동정렬 경화 압착 도포 압착 대기 경화 이송 도포 세척,1
6210,자동정렬 대기 검사 도포 경화 압착 경화 자동정렬 이송 도포 수동정렬 이송 대기 도포 도포 이송 세척 도포 검사 이송 이송 도포 재작업 이송 각인 수동정렬,0
6211,자동정렬 도포 이송 이송 압착 압착 압착 각인 세척 압착 도포 경화 각인 도포 대기 경화 경화 수동정렬 도포 경화 검사 자동정렬 검사 도포 압착 수동정렬,0
6212,자동정렬 세척 도포 각인 대기 압착 세척 압착 도포 이송 세척 세척 재작업 도포 수동정렬 자동정렬 세척 이송 검사 세척 수동정렬 각인 각인 도포 세척 세척,0
6213,자동정렬 대기 세척 압착 경화 대기 검사 경화 자동정렬 각인 세척 압착 세척 압착 재작업 도포 재작업 세척 수동정렬 압착 재작업 재작업 수동정렬 대기 재작업,1
6214,자동정렬 자동정렬 경화 각인 재작업 검사 검사 검사 검사 수동정렬 검사 대기 대기 세척 각인 세척 압착 압착 이송 도포 세척 수동정렬 각인 경화 도포,0
6215,수동정렬 검사 대기 수동정렬 검사 경화 각인 각인 경화 각인 경화 자동정렬 이송 경화 이송 대기 각인 경화 도포 압착 자동정렬 도포,1
6216,자동정렬 대기 이송 세척 대기 자동정렬 검사 경화 이송 경화 세척 압착 경화 도포 이송 검사 압착 세척 수동정렬 경화 수동정렬 압착 경화 이송 각인 검사 세척,0
6217,자동정렬 세척 대기 각인 검사 대기 도포 경화 각인 자동정렬 도포 재작업 세척 검사 세척 경화 수동정렬 재작업 대기 압착 검사 도포 각인 도포 수동정렬,0
6218,자동정렬 검사 압착 이송 압착 수동정렬 경화 검사 재작업 재작업 검사 자동정렬 재작업 수동정렬 도포 압착 이송 이송 압착 경화 검사 도포,1
6219,자동정렬 각인 각인 도포 세척 대기 각인 각인 경화 수동정렬 자동정렬 세척 경화 압착 대기 검사 세척 도포 각인 세척 각인 각인 수동정렬 도포 대기 세척 압착 경화,0
6220,수동정렬 도포 도포 자동정렬 경화 자동정렬 이송 재작업 세척 검사 압착 각인 검사 도포 재작업 각인 대기 경화 세척 도포 경화 압착 대기 경화 수동정렬,1
6221,자동정렬 도포 자동정렬 수동정렬 세척 압착 검사 재작업 세척 경화 세척 경화 경화 검사 각인 압착 각인 대기 수동정렬 대기 재작업 도포 세척,0
6222,수동정렬 이송 대기 압착 자동정렬 대기 이송 각인 도포 대기 재작업 이송 경화 세척 재작업 자동정렬 대기 각인 수동정렬 이송 대기 세척 이송 각인 이송 각인 이송 압착,1
6223,자동정렬 세척 도포 검사 재작업 수동정렬 도포 대기 도포 경화 검사 세척 이송 이송 세척 세척 재작업 재작업 세척 수동정렬 대기 검사 도포 자동정렬 경화 이송 대기,1
6224,자동정렬 수동정렬 도포 검사 이송 대기 검사 검사 세척 대기 세척 자동정렬 이송 압착 압착 세척 경화 대기 대기 검사 도포 수동정렬 검사 각인 대기 도포,0
6225,자동정렬 압착 대기 검사 압착 세척 압착 압착 경화 수동정렬 이송 자동정렬 경화 대기 경화 세척 압착 도포 각인 세척 수동정렬 대기 경화,0
6226,자동정렬 이송 자동정렬 도포 도포 도포 대기 대기 각인 수동정렬 이송 이송 대기 재작업 각인 각인 경화 세척 경화 각인 각인 경화 수동정렬 이송 세척 검사 이송,0
6227,자동정렬 도포 재작업 경화 경화 이송 각인 각인 대기 압착 수동정렬 경화 각인 세척 검사 재작업 재작업 재작업 압착 자동정렬 수동정렬 경화,1
6228,자동정렬 경화 세척 검사 자동정렬 도포 수동정렬 검사 세척 세척 경화 압착 수동정렬 대기 압착 경화 검사 검사 검사 각인 세척 경화 도포 경화 대기 세척 도포,0
6229,자동정렬 이송 이송 자동정렬 각인 수동정렬 도포 검사 경화 세척 이송 도포 도포 압착 대기 이송 압착 도포 압착 이송 압착 이송 압착 수동정렬 압착 각인,0
6230,자동정렬 압착 검사 압착 대기 대기 수동정렬 수동정렬 경화 자동정렬 검사 세척 재작업 이송 이송 세척 대기 재작업 대기 각인 이송 경화,0
6231,자동정렬 도포 압착 수동정렬 압착 대기 경화 경화 압착 경화 세척 각인 자동정렬 각인 도포 세척 압착 세척 검사 수동정렬 각인 도포,0
6232,자동정렬 대기 검사 대기 검사 자동정렬 재작업 압착 도포 검사 경화 수동정렬 재작업 재작업 각인 각인 압착 수동정렬 도포 검사 각인 도포,1
6233,수동정렬 수동정렬 압착 자동정렬 압착 검사 이송 대기 세척 대기 대기 도포 검사 도포 각인 압착 세척 경화 이송 이송 이송 이송 이송 세척 자동정렬 세척 대기,1
6234,자동정렬 세척 대기 각인 이송 경화 수동정렬 압착 도포 검사 이송 압착 이송 대기 이송 검사 세척 재작업 수동정렬 경화 압착 대기 이송 자동정렬 경화 도포,0
6235,자동정렬 재작업 경화 이송 도포 세척 대기 수동정렬 수동정렬 각인 대기 대기 검사 압착 압착 압착 도포 대기 재작업 세척 세척 검사 재작업 검사 재작업 자동정렬 압착,1
6236,자동정렬 검사 도포 자동정렬 도포 세척 대기 각인 검사 이송 수동정렬 이송 검사 경화 각인 압착 검사 도포 대기 수동정렬 이송 검사 압착 압착,0
6237,수동정렬 대기 검사 이송 도포 수동정렬 대기 각인 이송 경화 대기 검사 대기 재작업 세척 경화 자동정렬 각인 이송 검사 압착 자동정렬 경화 검사 세척 대기,1
6238,자동정렬 경화 수동정렬 재작업 재작업 압착 각인 세척 수동정렬 각인 압착 세척 압착 경화 대기 도포 경화 자동정렬 경화 세척 세척 도포,0
6239,자동정렬 도포 도포 세척 각인 세척 재작업 대기 재작업 경화 세척 이송 재작업 압착 자동정렬 재작업 이송 세척 수동정렬 이송 세척 도포 수동정렬 압착,1
6240,자동정렬 세척 경화 도포 재작업 수동정렬 이송 대기 경화 압착 세척 경화 대기 도포 재작업 도포 수동정렬 대기 경화 압착 검사 도포 재작업 각인 자동정렬 압착 재작업,1
6241,자동정렬 대기 이송 도포 세척 세척 검사 자동정렬 각인 재작업 수동정렬 경화 각인 도포 도포 압착 세척 각인 도포 검사 압착 도포 수동정렬 재작업 압착,0
6242,수동정렬 압착 압착 대기 자동정렬 대기 압착 도포 재작업 경화 검사 압착 자동정렬 재작업 수동정렬 재작업 이송 대기 재작업 이송 각인 재작업 경화 경화 각인,1
6243,수동정렬 검사 도포 도포 경화 이송 재작업 세척 압착 자동정렬 압착 자동정렬 대기 도포 수동정렬 각인 세척 세척 이송 이송 검사 검사 이송 도포 대기,1
6244,자동정렬 수동정렬 세척 도포 대기 대기 각인 각인 압착 이송 재작업 재작업 세척 각인 도포 자동정렬 재작업 압착 대기 수동정렬 각인 각인,1
6245,자동정렬 재작업 세척 압착 재작업 재작업 자동정렬 수동정렬 대기 압착 각인 이송 도포 세척 경화 세척 도포 재작업 각인 대기 재작업 수동정렬,1
6246,수동정렬 검사 세척 수동정렬 이송 검사 각인 도포 압착 자동정렬 검사 도포 세척 세척 경화 검사 대기 이송 각인 각인 경화 검사 검사 각인 자동정렬 세척,1
6247,자동정렬 압착 대기 세척 자동정렬 재작업 검사 검사 각인 각인 압착 이송 수동정렬 이송 대기 대기 재작업 경화 도포 경화 각인 검사 경화 압착 수동정렬,0
6248,수동정렬 자동정렬 재작업 검사 도포 대기 압착 수동정렬 세척 각인 경화 재작업 이송 자동정렬 압착 각인 각인 각인 이송 도포 이송 이송 압착,1
6249,자동정렬 세척 각인 압착 수동정렬 경화 검사 이송 각인 대기 각인 세척 검사 수동정렬 각인 경화 압착 대기 세척 대기 각인 각인 자동정렬 검사 압착 검사 검사 도포,0
6250,자동정렬 검사 이송 각인 대기 이송 검사 검사 수동정렬 검사 세척 이송 수동정렬 이송 세척 도포 이송 도포 자동정렬 경화 각인 대기 대기,0
6251,자동정렬 각인 도포 검사 세척 검사 이송 검사 압착 도포 수동정렬 도포 세척 경화 대기 검사 압착 자동정렬 압착 도포 검사 세척 수동정렬 검사 경화 이송 각인 이송,0
6252,자동정렬 이송 수동정렬 대기 대기 세척 대기 재작업 대기 압착 각인 도포 자동정렬 대기 수동정렬 검사 각인 각인 검사 대기 대기 대기 경화,0
6253,자동정렬 검사 검사 각인 압착 도포 검사 각인 도포 각인 도포 도포 수동정렬 자동정렬 이송 경화 각인 대기 세척 압착 재작업 수동정렬,0
6254,자동정렬 경화 도포 압착 도포 각인 압착 대기 수동정렬 대기 세척 재작업 대기 압착 재작업 세척 검사 압착 대기 수동정렬 압착 자동정렬 세척 압착 재작업 재작업 대기 경화,1
6255,자동정렬 재작업 압착 검사 대기 도포 수동정렬 검사 경화 재작업 압착 경화 이송 도포 이송 도포 압착 각인 검사 도포 수동정렬 도포 자동정렬 각인 이송,0
6256,수동정렬 압착 압착 자동정렬 경화 이송 대기 대기 세척 대기 각인 압착 세척 이송 재작업 압착 도포 검사 세척 자동정렬 대기 도포 대기 수동정렬 대기 도포 이송,1
6257,수동정렬 검사 자동정렬 압착 압착 이송 각인 이송 세척 세척 수동정렬 압착 도포 각인 세척 대기 검사 압착 대기 검사 검사 자동정렬 이송,1
6258,자동정렬 이송 검사 각인 압착 재작업 대기 재작업 수동정렬 검사 자동정렬 수동정렬 재작업 검사 압착 경화 압착 재작업 이송 압착 도포 대기 세척,1
6259,수동정렬 자동정렬 재작업 압착 검사 각인 경화 압착 자동정렬 압착 압착 도포 세척 이송 대기 수동정렬 압착 대기 각인 재작업 도포 도포 경화 검사 세척,1
6260,자동정렬 각인 검사 각인 각인 경화 경화 도포 대기 수동정렬 세척 자동정렬 도포 경화 각인 경화 각인 도포 압착 경화 도포 압착 대기 이송 대기 수동정렬 도포 세척,0
6261,자동정렬 검사 이송 자동정렬 세척 경화 수동정렬 이송 각인 세척 수동정렬 대기 도포 재작업 대기 경화 압착 각인 도포 경화 경화 각인 이송,0
6262,자동정렬 세척 세척 대기 경화 수동정렬 압착 이송 세척 대기 세척 수동정렬 도포 대기 압착 이송 검사 이송 도포 경화 자동정렬 압착 대기 대기 이송 도포 대기,0
6263,자동정렬 세척 수동정렬 세척 경화 각인 검사 압착 세척 검사 세척 자동정렬 대기 세척 수동정렬 압착 도포 각인 압착 세척 검사 재작업,0
6264,수동정렬 이송 세척 경화 도포 도포 검사 대기 압착 경화 세척 각인 수동정렬 대기 압착 도포 각인 자동정렬 경화 압착 대기 세척 자동정렬 대기,1
6265,수동정렬 도포 압착 이송 대기 경화 수동정렬 대기 각인 경화 도포 대기 검사 대기 검사 재작업 검사 압착 각인 자동정렬 재작업 재작업 압착 검사 세척 검사 세척 자동정렬,1
6266,수동정렬 자동정렬 이송 세척 자동정렬 이송 도포 재작업 압착 각인 각인 경화 세척 이송 대기 검사 대기 세척 검사 압착 검사 수동정렬 경화 이송 각인 검사 압착 대기,1
6267,자동정렬 경화 대기 세척 수동정렬 재작업 도포 이송 압착 경화 이송 경화 도포 각인 압착 자동정렬 검사 경화 재작업 수동정렬 압착 재작업 경화 압착 대기 경화,1
6268,자동정렬 세척 대기 자동정렬 대기 도포 압착 이송 세척 검사 각인 각인 검사 각인 압착 각인 경화 수동정렬 재작업 검사 각인 압착 이송 각인 검사 경화 수동정렬 경화,0
6269,수동정렬 검사 자동정렬 압착 검사 자동정렬 재작업 각인 재작업 수동정렬 이송 각인 재작업 도포 재작업 이송 이송 검사 압착 이송 대기 검사,1
6270,자동정렬 각인 재작업 경화 경화 수동정렬 대기 자동정렬 세척 각인 경화 도포 압착 검사 세척 검사 이송 이송 재작업 압착 도포 각인 검사 재작업 수동정렬 재작업 재작업 대기,1
6271,자동정렬 세척 재작업 도포 이송 재작업 수동정렬 압착 도포 세척 세척 대기 대기 대기 경화 대기 세척 이송 대기 자동정렬 수동정렬 도포 각인 대기 세척 이송 압착 압착,0
6272,자동정렬 재작업 경화 수동정렬 검사 도포 수동정렬 세척 경화 검사 세척 도포 세척 세척 이송 각인 자동정렬 각인 재작업 검사 압착 각인 각인 검사,0
6273,자동정렬 재작업 경화 검사 이송 검사 각인 경화 도포 수동정렬 재작업 각인 경화 경화 경화 자동정렬 수동정렬 검사 검사 각인 대기 경화 압착 이송,0
6274,자동정렬 세척 이송 이송 경화 이송 자동정렬 대기 경화 검사 각인 압착 경화 각인 수동정렬 각인 경화 수동정렬 세척 재작업 이송 이송 압착 세척,0
6275,수동정렬 수동정렬 세척 경화 검사 도포 이송 재작업 이송 각인 대기 재작업 세척 압착 도포 세척 세척 자동정렬 경화 이송 자동정렬 세척 도포,1
6276,자동정렬 재작업 각인 수동정렬 검사 경화 재작업 압착 검사 각인 이송 수동정렬 대기 도포 재작업 검사 자동정렬 이송 이송 재작업 세척 경화 대기,1
6277,수동정렬 검사 자동정렬 이송 압착 경화 각인 대기 수동정렬 도포 검사 세척 각인 압착 경화 대기 압착 검사 재작업 도포 세척 경화 각인 각인 자동정렬 대기,1
6278,자동정렬 이송 이송 수동정렬 도포 자동정렬 재작업 검사 이송 검사 세척 검사 경화 검사 각인 각인 수동정렬 이송 각인 경화 재작업 도포 각인 압착 대기 이송,0
6279,자동정렬 압착 자동정렬 압착 대기 경화 검사 대기 검사 대기 도포 경화 이송 수동정렬 경화 재작업 수동정렬 검사 도포 이송 대기 도포,0
6280,자동정렬 자동정렬 이송 도포 도포 이송 검사 각인 대기 압착 대기 압착 각인 이송 각인 재작업 세척 각인 도포 검사 경화 수동정렬 이송 세척 도포 수동정렬 경화,0
6281,자동정렬 이송 경화 대기 대기 경화 경화 도포 수동정렬 압착 각인 이송 이송 이송 압착 도포 대기 검사 압착 세척 경화 자동정렬 검사 압착 수동정렬 세척 대기,0
6282,수동정렬 도포 압착 대기 재작업 압착 대기 수동정렬 도포 이송 자동정렬 재작업 이송 각인 대기 압착 자동정렬 대기 재작업 대기 압착 경화 대기,1
6283,자동정렬 도포 압착 대기 재작업 재작업 압착 압착 이송 경화 재작업 세척 각인 수동정렬 자동정렬 각인 이송 수동정렬 이송 검사 대기 이송 재작업 도포 검사,1
6284,수동정렬 경화 검사 압착 경화 검사 도포 이송 압착 재작업 경화 세척 도포 대기 경화 수동정렬 자동정렬 재작업 도포 압착 세척 검사 이송 세척 자동정렬 이송 이송 각인,1
6285,수동정렬 재작업 자동정렬 재작업 경화 대기 압착 재작업 재작업 검사 이송 경화 각인 각인 대기 자동정렬 도포 경화 각인 세척 수동정렬 재작업 각인,1
6286,수동정렬 도포 재작업 경화 자동정렬 검사 경화 이송 경화 대기 경화 도포 검사 도포 각인 이송 세척 각인 압착 대기 검사 압착 도포 이송 자동정렬 수동정렬,1
6287,자동정렬 이송 재작업 대기 검사 수동정렬 재작업 경화 대기 대기 경화 재작업 자동정렬 세척 재작업 이송 세척 각인 압착 압착 수동정렬 재작업 검사 검사,1
6288,자동정렬 압착 이송 이송 도포 수동정렬 자동정렬 수동정렬 세척 대기 대기 재작업 검사 이송 도포 검사 각인 재작업 이송 압착 이송 세척 도포 경화 재작업 대기 도포,1
6289,자동정렬 경화 수동정렬 대기 경화 수동정렬 대기 대기 세척 압착 대기 이송 세척 이송 각인 검사 자동정렬 도포 도포 도포 압착 경화 이송 경화,0
6290,자동정렬 경화 세척 압착 검사 재작업 압착 압착 재작업 대기 이송 검사 수동정렬 대기 압착 경화 수동정렬 경화 압착 세척 자동정렬 압착,0
6291,수동정렬 재작업 재작업 재작업 세척 경화 이송 도포 재작업 이송 자동정렬 수동정렬 검사 세척 검사 도포 압착 세척 검사 대기 도포 자동정렬 재작업 각인 검사 도포 도포,1
6292,자동정렬 검사 검사 세척 수동정렬 검사 자동정렬 세척 각인 검사 각인 수동정렬 각인 경화 세척 압착 각인 검사 검사 이송 각인 도포 검사 대기,0
6293,수동정렬 수동정렬 도포 재작업 세척 경화 대기 대기 세척 자동정렬 이송 자동정렬 경화 각인 경화 재작업 대기 검사 세척 이송 대기 검사,1
6294,자동정렬 세척 재작업 수동정렬 대기 세척 재작업 대기 이송 재작업 대기 압착 세척 수동정렬 이송 자동정렬 검사 재작업 세척 대기 세척 이송 도포 검사 경화 이송 대기 재작업,1
6295,수동정렬 검사 이송 대기 재작업 재작업 검사 각인 세척 대기 도포 재작업 재작업 대기 각인 도포 재작업 경화 경화 자동정렬 자동정렬 경화 검사 경화 이송 대기 수동정렬 대기,1
6296,자동정렬 각인 세척 압착 검사 이송 대기 대기 경화 대기 압착 압착 수동정렬 이송 검사 검사 세척 도포 이송 검사 도포 자동정렬 이송 경화 검사 세척 대기 수동정렬,0
6297,자동정렬 각인 압착 검사 이송 검사 도포 압착 각인 수동정렬 대기 대기 경화 도포 각인 검사 각인 세척 도포 압착 자동정렬 수동정렬 각인 경화,0
6298,수동정렬 압착 자동정렬 자동정렬 경화 세척 경화 경화 이송 대기 이송 이송 세척 검사 재작업 검사 검사 각인 재작업 도포 수동정렬 재작업 경화 압착,1
